Short-data encryption tester v.1.04 22.06.2023 12:15
Huffman binary tree prepared, no of elements = 1403, root = 1402
Absolute: min. level=9, max. level=18, av. level=10
Weighted: min. level=4.50, max. level=18.00, av. level=5.56 compression=70%
All-zero element: 826 '@8' of level 9 and weight=5
Processing items...
No of items = 25000, digits before decimal point = -10, digits after decimal point = -7
No; String; Length[B]; String_noised; Length[B]; String_encoded_bin; String_encoded_hex; Length[B]; Add_noise_time[us]; Encryption_time[us]; Decryption_time[us]; Remove_noise_time[us]; Total_time[us]
1259; 3163113.976; 11; %31(63113$.976; 14; 100111010011010101101001100011110010000111000010111000110001101111011110; D95396F8122C3EB1ED; 9; 8; 537; 554; 8; 1107
1260; 406843429.452; 13; (4068)4$3429.4_52; 17; 0110010111000010111010101001110110010010101011110001101011100011111011100111111101101100; 562CAED929FAA13EEEF7C6; 11; 10; 929; 950; 9; 1898
1261; 3; 1; ~3; 2; 1011101110000000; BB08; 2; 2; 26; 33; 2; 63
1262; 177889819.8294; 14; )177&#%889819.8294; 18; 1000000000001001010100011111001011010011111000110110111010110010000101101010100101001111; 0890152F3D3EE62B619AF4; 11; 10; 769; 787; 9; 1575
1263; 74771.212543; 12; ~~7=4771.2125&43; 16; 01100110101011110010011100110100110101101010011010101100110010100011110011000000; 66FA72436D6ACAACC30C; 10; 10; 646; 666; 9; 1331
1264; 645.43796; 9; *(645.437)96; 12; 1100000101000011101100100100100011000001110111100101100100000000; 1C342B841CED9500; 8; 7; 553; 580; 6; 1146
1265; 804466854; 9; ~8044=6685=4; 12; 0010111101011111000111111010100000011000101001101011010100000000; F2F5F18A816A5B00; 8; 7; 593; 620; 7; 1227
1266; 87183607.36644; 14; )871836)#07.3%6644; 18; 0110101000100110101011110010001000101100010001001000001001101110001000000110011101110000; A662FA22C24428E6027607; 11; 10; 887; 925; 9; 1831
1267; 1992232.7812; 12; ^19$9223@2@.7812; 16; 01111000101011110110100010010111000010111001101001010100000011101100010101100110; 87FA8679B0A945E05C66; 10; 10; 621; 637; 8; 1276
1268; 2560.48985; 10; (25)6=0.48985; 13; 0011011101000010010001001100101010110000100001111000101110010010; 732444AC0B78B829; 8; 7; 806; 819; 7; 1639
1269; 501143570.0; 11; &5=0=1143570.0; 14; 110001000100011111111010100110001001001101111001010010100000101000000000; 4C74AF893997A4A000; 9; 7; 646; 677; 7; 1337
1270; 6.77; 4; %6.77; 5; 1001100100100001010100100000000000000000; 9912250000; 5; 2; 197; 212; 3; 414
1271; 8693013.253; 11; #8~693013~.253; 14; 100011000010100101100010011110100001011000111100010101001101000101110000; C89226A761C3451D07; 9; 8; 456; 475; 8; 947
1272; 610382881.51149; 15; _(6=10382881.5%11!49; 20; 011010111000100110111000111001010011011110111110110111010110111001100100010001111001010100000100; B6988B5E73EBDDE646745940; 12; 13; 1059; 1086; 11; 2169
1273; 14026.029; 9; @14(02_6.029; 12; 1111111111100011010101101110101001010010000010100000110101000000; FF3E65AE25A0D004; 8; 7; 668; 693; 6; 1374
1274; 9.04; 4; ~9.04; 5; 01110110010000010100111101010000; 6714F405; 4; 2; 189; 199; 3; 393
1275; 7.327629; 8; @7.32762%9; 10; 10011000010001011010110100101011111001110000111000000000; 8954DAB27EE000; 7; 5; 472; 495; 6; 978
1276; 8049665.86; 10; _80(*49665.86; 13; 111100111111010110100101001001011001010110111100110010110010010010000000; 3F5F5A5259CBBC4208; 9; 7; 575; 604; 7; 1193
1277; 61810.56; 8; &61810.#56; 10; 011100011010000111111000111110000110010100111010; 171A8F8F56A3; 6; 5; 557; 568; 5; 1135
1278; 2714.13; 7; &^2714.13; 9; 10110011000011010010111000100100101101001101100010000000; 3BD0E2424B8D08; 7; 4; 432; 456; 4; 896
1279; 77290.1719; 10; %7(72)90.1719; 13; 110100001111001001101000001110010001110010110100100110101100010101000000; 0D2F8693C14BA95C04; 9; 7; 603; 628; 7; 1245
1280; 85.418851; 9; ^85.!418%851; 12; 1011100011001001001000111101001000011110010110100000111111000000; 8B9C322DE1A5F00C; 8; 7; 505; 531; 6; 1049
1281; 552056119.5; 11; ~55#2056119@.5; 14; 010001110000100111011111101101010011101100100001110110010001101110010000; 7490FD5BB3129DB109; 9; 7; 585; 610; 7; 1209
1282; 3511.06; 7; _~3511.06; 9; 100011001001101111100100001110000010100010010010; C8B94E838229; 6; 5; 396; 406; 5; 812
1283; 55347.1; 7; @55347.%1; 9; 111111001100010111000011100111100001010001010000; CF5C3CE94105; 6; 5; 487; 497; 5; 994
1284; 47246532.067824; 15; $47246532.!0)6%78%24; 20; 01011101110011110010010100111011000101110001111110101000111100011010010011101000011100001001001000110000; D5FC52B371F18A1F4A8E072903; 13; 13; 944; 978; 10; 1945
1285; 272579247.035293; 16; @272579#$247^.0352$93; 21; 1001101001011110010011011111111110011010100001010000011100111001011111011111010101000011111001010110110110001000; A9E5D4FFA9587093D75F345ED688; 14; 13; 919; 955; 10; 1897
1286; 295.7; 5; $295.7; 6; 00010100010100010110100001010000; 41158605; 4; 3; 208; 219; 3; 433
1287; 9.291; 5; ^9.291; 6; 01111111011010100110011001111000; F7A66687; 4; 3; 160; 170; 3; 336
1288; 9.24; 4; %9.24; 5; 10000111000101010011011110101000; 7851738A; 4; 2; 212; 221; 3; 438
1289; 810685.27; 9; $8106)85.2=7; 12; 01001000111100011110001011000001010011010100110101000010; 841F2E1CD4D424; 7; 7; 603; 614; 6; 1230
1290; 65341.908381; 12; %65341.9@&0838@1; 16; 10011001010001011100011100101010001100010000111010101010111000101001111111111100; 99547CA213E0AA2EF9CF; 10; 10; 822; 844; 8; 1684
1291; 85999.6; 7; ^85999$.6; 9; 101110001101011111001111000010011100010100100100; 8B7DFC905C42; 6; 5; 368; 380; 5; 758
1292; 29.825143; 9; (29.8251(4@3; 12; 0011011100110010000101101010100001111110110010111110111101000000; 7323618AE7BCFE04; 8; 7; 644; 670; 6; 1327
1293; 7.7; 3; ^7.7; 4; 101111111001000010100000; FB090A; 3; 2; 93; 103; 3; 201
1294; 5.690303; 8; =5.69=0303; 10; 01010011100000101111011100101110111110101011111010000000; 35287FE2AFEB08; 7; 4; 337; 360; 6; 707
1295; 4; 1; ~4; 2; 1000111001000000; E804; 2; 2; 46; 53; 2; 103
1296; 3075.0; 6; ~=3075.0; 8; 0001111011001001011101101101010000010100; E19C674D41; 5; 4; 166; 174; 5; 349
1297; 4; 1; !4; 2; 0011110100000000; D300; 2; 2; 52; 59; 1; 114
1298; 5.38; 4; !5.38; 5; 10011100011000101101110010110000; C926CD0B; 4; 3; 104; 113; 3; 223
1299; 502829986.6712; 14; !50$28299!86.(6712; 18; 1001110001010110001011110111100011010110001001101011111100100100010110101110101100110000; C965F2876D62FB42A5BE03; 11; 11; 869; 896; 9; 1785
1300; 201.8; 5; $201.8; 6; 00010100010000101100110010110000; 4124CC0B; 4; 3; 235; 245; 3; 486
1301; 167.2; 5; #167.2; 6; 00001110010110101110101001100000; E0A5AE06; 4; 2; 222; 233; 3; 460
1302; 392573.13; 9; ^!392573.^13; 12; 1000101111101110111000010001100100011110110101011110100100000000; B8EE1E91E15D9E00; 8; 7; 477; 511; 7; 1002
1303; 7; 1; ~7; 2; 1001100110000000; 9908; 2; 2; 69; 76; 2; 149
1304; 78.147992; 9; _)%78.147992; 12; 10001110111101000010001010101100010010010110011000100101; E84F22CA946652; 7; 7; 553; 564; 6; 1130
1305; 180.6847; 8; *&180.6847; 10; 111010101010000111010101011010000000100111001100; AE1A5D8690CC; 6; 5; 595; 608; 6; 1214
1306; 792395498.2306; 14; ===7923954#98.2306; 18; 0110101100101000010100010010101110111001010011000000001000101010110000101100001011000000; B68215B29BC420A22C2C0C; 11; 10; 916; 952; 9; 1887
1307; 629797141; 9; ^629797%14@1; 12; 1001110100000011010100101100110110100001100010011111111110000000; D93025DC1A98FF08; 8; 7; 526; 554; 6; 1093
1308; 38; 2; (38; 3; 010000001110010110000000; 045E08; 3; 2; 203; 212; 2; 419
1309; 5; 1; $5; 2; 1100010110000000; 5C08; 2; 2; 90; 97; 2; 191
1310; 566.309434; 10; $%566.3*09434; 13; 101110100001010011101100010101110100101110011001010001100000111101010000; AB41CE75B49964F005; 9; 7; 705; 727; 7; 1446
1311; 67343343.5; 10; *6!7343343#.5; 13; 110010100010000010010101011111011101010011000000101111011100100100000000; AC0259D74D0CDB9C00; 9; 7; 571; 602; 7; 1187
1312; 508734078; 9; ^508734)0$78; 12; 00011001101010101110001000111110100010010110001111011000; 91AA2EE398368D; 7; 7; 599; 610; 6; 1222
1313; 65080413.4; 10; (650%80!413.4; 13; 101011101011000110010010110100011100010101110010101101011001011110101000; EA1B291D5C275B798A; 9; 7; 714; 735; 7; 1463
1314; 36591.2; 7; (3#6591.2; 9; 010000001111110010101011111011010110111011011000; 04CFBADEE68D; 6; 5; 584; 597; 4; 1190
1315; 56081082.05177; 14; =5608~10~8~2.05177; 18; 0101001110010111111110101100011011100011100101111000010110110000010100000111111000100101; 3579AF6C3E79580B05E752; 11; 11; 645; 663; 10; 1329
1316; 945.046; 7; (&945.046; 9; 10001011101010100111110010010010101111100001001001000000; B8AAC729EB2104; 7; 5; 396; 416; 5; 822
1317; 446242219.5900; 14; $44624~2219.5=90(0; 18; 0101110111001001110100100011000010110110100111101100100000001001001001000111011000000100; D59C2D036BE98C90426740; 11; 11; 927; 951; 9; 1898
1318; 1046554.7; 9; $1&0^46554.7; 12; 00111111011101001110101111011011011110010100110010000101; F347BEBD97C458; 7; 7; 584; 596; 6; 1193
1319; 360088.530; 10; #3)60*088.530; 13; 100011100001101001001011101101001010101110000101010100010111000100110000; E8A1B44BBA58151703; 9; 7; 586; 603; 6; 1202
1320; 22.14410; 8; (22.@14410; 10; 001101110011111101011111111110011101111110001110; 73F3F59FFDE8; 6; 5; 691; 703; 6; 1405
1321; 7517.700; 8; _751^7.700; 10; 101001100000111111101111111001000010100111011000; 6AF0FE4E928D; 6; 4; 448; 469; 5; 926
1322; 3.53554; 7; ~=3.53554; 9; 000111101101011001010001011100010100101111101010; E16D1517B4AE; 6; 4; 452; 461; 5; 922
1323; 40.9505; 7; ~!40.9505; 9; 10101001110101000011000011000101100011001100100100000000; 9A4D035CC89C00; 7; 5; 403; 427; 5; 840
1324; 11.3; 4; =11.3; 5; 11101010011010110101101100010000; AEB6B501; 4; 2; 326; 337; 3; 668
1325; 22460612.35011; 14; )224(6061%2.3)5011; 18; 1111110110010001101010111010000101110011110000111111010100011100001100011001001000011000; DF19BA1A373C5FC1132981; 11; 11; 1114; 1142; 9; 2276
1326; 863936.567498; 13; (86393&6.567_49^8; 17; 0001000001001100011101001111001110001101101110011011010111010110011100011010011001011000; 01C4473FD89B5B6D176A85; 11; 11; 774; 795; 9; 1589
1327; 3.1; 3; ^3.1; 4; 011011000000101101000000; C6B004; 3; 3; 97; 107; 3; 210
1328; 359079.07; 9; )35$907%9.07; 12; 0111110110100100101010010001111011010000011001000001110110110000; D74A9AE10D46D10B; 8; 7; 438; 460; 7; 912
1329; 9.244; 5; )9.244; 6; 10100010001010100110001110111000; 2AA2368B; 4; 3; 308; 319; 4; 634
1330; 57611859.796833; 15; ^57611&859_.(796_833; 20; 000110011101111011111001000011001100001101011111011101101111100100101011001011110011110111010100; 91ED9FC03CF5679FB2F2D34D; 12; 13; 1056; 1083; 10; 2162
1331; 5.24102; 7; &5.24)102; 9; 110001000101010011011010001011100011111011011000; 4C45ADE2E38D; 6; 5; 588; 601; 5; 1199
1332; 2853.624; 8; @%2853.624; 10; 111100000011110111110001011100000101111001000110; 0FD31F07E564; 6; 5; 562; 572; 5; 1144
1333; 3.7; 3; $3.7; 4; 000110010010000101000000; 911204; 3; 3; 159; 169; 3; 334
1334; 3.92; 4; %3.92; 5; 10011101001000110001110110110000; D932D10B; 4; 3; 223; 233; 3; 462
1335; 843688649.928371; 16; ^843(688649#.9_2)8371; 21; 1011100010011000001010111010101011101010000111011001101010000110001011110000001101010001111110000010100000000000; 8B89B2AAAED1A968F230158F8200; 14; 14; 994; 1044; 11; 2063
1336; 18097.2992; 10; *1809^7.#2992; 13; 100101000010111101011000110100000001001000101001101111000011101101100000; 49F2850D2192CBB306; 9; 7; 390; 414; 6; 817
1337; 968370.1595; 11; $9!68370#.1595; 14; 100101011101110011101111001000001010010010111101111001101101000101100000; 59CDFE024ADB6E1D06; 9; 7; 548; 575; 7; 1137
1338; 5.0; 3; &5.0; 4; 110001000100000101000000; 4C1404; 3; 2; 136; 144; 3; 285
1339; 2508260; 7; #^2508260; 9; 111011101000100011010101011100001101110100110000; EE885D07DD03; 6; 5; 519; 530; 5; 1059
1340; 653219.60; 9; &653219.6@$0; 12; 0111000111000101110010100111101100100001011101111111100101000000; 175CACB712779F04; 8; 7; 683; 709; 6; 1405
1341; 1835756.204; 11; ^18357(56.20@4; 14; 011110001001111001000101111111111011000011100010101101111110111001101110; 87E954FF0B2E7BEEE6; 9; 8; 634; 651; 7; 1300
1342; 7154; 4; =7154; 5; 10100001011100110111110101000000; 1A37D704; 4; 3; 355; 367; 4; 729
1343; 4921.185; 8; #4@921.185; 10; 101011011101001110010100111100101101000010100100; DA3D492F0D4A; 6; 5; 514; 528; 6; 1053
1344; 2.404599; 8; #2.40459_9; 10; 10001010011110001111110111110001010111110110100011000000; A887DF1FF5860C; 7; 5; 397; 420; 6; 828
1345; 3492.532; 8; *349&2.532; 10; 01010000101010000010111100011101101110010111001010000000; 058AF2D19B2708; 7; 4; 364; 385; 6; 759
1346; 27028.506344; 12; *2(70*2@8.506344; 16; 00100110111100100101110110101110100100001010100110001100100110001110011101110000; 622FD5EA099AC8897E07; 10; 9; 953; 980; 8; 1950
1347; 629335.04; 9; %$6293)35.04; 12; 1011010010011111001101001111001111101101001001001010111110000000; 4BF9433FDE42FA08; 8; 7; 553; 574; 6; 1140
1348; 9371.2; 6; &9371@.2; 8; 0111001101001111110000000010110101001100; 37F40CD2C4; 5; 4; 336; 345; 4; 689
1349; 350317.338; 10; !35%0317(.338; 13; 011101111011010001101111101010010001100111111111011101011100101100000000; 774BF69A91FF57BC00; 9; 8; 684; 713; 7; 1412
1350; 136533.2; 8; ^#136533.2; 10; 100111100111010010010110111101011101011010100110; E947695F6D6A; 6; 5; 447; 456; 5; 913
1351; 2.53; 4; $2.53; 5; 00010100001101110010110110001000; 4173D288; 4; 3; 172; 183; 3; 361
1352; 1662691.454968; 14; )1662691!.4)549)68; 18; 1000000001000000110001101110110011110011001111101000100101001101001001001110000000100000; 08046CCE3FE398D4420E02; 11; 11; 1050; 1084; 10; 2155
1353; 4.7312; 6; @4.731*2; 8; 1001101110100001011000100000001001101000; B91A262086; 5; 4; 311; 323; 4; 642
1354; 6; 1; *6; 2; 1100101000000000; AC00; 2; 2; 61; 68; 1; 132
1355; 86400297; 8; %86)400297; 10; 10010110100100010110010100001100110111011101110100000000; 691956C0DDDD00; 7; 5; 516; 540; 5; 1066
1356; 80; 2; !80; 3; 000101011010011000000000; 516A00; 3; 3; 120; 130; 2; 255
1357; 30737.39; 8; ^307&37.39; 10; 011011000001110110110010000000000010001110111000; C6D12B00328B; 6; 5; 445; 459; 6; 915
1358; 1710491.3; 9; @171*049#1.3; 12; 1111111110100110101101000000001010000010000111001000101101000000; FF6A4B2028C1B804; 8; 7; 435; 461; 7; 910
1359; 165418.4; 8; =16541=8.4; 10; 11101010010110111100111001010111001110011000111110000000; AEB5EC7593F808; 7; 5; 493; 517; 5; 1020
1360; 9.22; 4; #9.22; 5; 00000001101010011011011011000000; 109A6B0C; 4; 2; 234; 246; 3; 485
1361; 1.7; 3; @1.7; 4; 111111111010000101000000; FF1A04; 3; 2; 216; 226; 3; 447
1362; 37305.19847; 11; ^3_7305~.19847; 14; 011011000010100110010010010111101111100010110101110001010011100110000000; C69229E58F5B5C9308; 9; 8; 695; 727; 8; 1438
1363; 26850065.950341; 15; =26850~06#*5.950$341; 20; 01111000110100000001011000110001001101111101101110110111101000110001011000110000011001001110010101000000; 870D611373BD7B3A6103465E04; 13; 13; 893; 936; 10; 1852
1364; 20089299.5; 10; @200!89299._5; 13; 100110100100111011000010101110001001010111100001101001010110010010000000; A9E42C8B591E5A4608; 9; 8; 507; 536; 7; 1058
1365; 85399.2011; 10; ~8539)9.201_1; 13; 001011110100010111001001001001101100100000111111011100011011000010100000; F2549C628CF3170B0A; 9; 7; 459; 476; 7; 949
1366; 894565917.98; 12; ~8#94@565917.9#8; 16; 00101111000000001101111000010100111011010111110100100011000011000110001100000000; F200ED41DED732C03600; 10; 10; 648; 676; 7; 1341
1367; 510.090; 7; (510.0)90; 9; 10110000111110001111000001010010100010000100110000000000; 0B8F0F2588C400; 7; 5; 454; 479; 5; 943
1368; 824.83097; 9; *8*24.8^3097; 12; 00100101000100110101101010101110110101001001011110111010; 5231A5EA4D79AB; 7; 6; 543; 555; 6; 1110
1369; 7265587.3; 9; )7@265_587.3; 12; 0111010110100110100110110111100111001111110111001001000101101000; 576AB997FCCD1986; 8; 7; 496; 515; 7; 1025
1370; 674580; 6; %67&4580; 8; 1001100101110001001110011000111101011000; 991793F885; 5; 4; 470; 483; 4; 961
1371; 591423087.22; 12; (591423087._%2#2; 16; 10110000110110011110000111101001001011101110010010100101010111011010001010011000; 0B9D1E9EE24E5AD52A89; 10; 9; 711; 736; 8; 1464
1372; 6260.736632; 11; *~6~260.736632; 14; 010110101111101111100011011101010101100010001111000000110111001010000000; A5BF3E5785F8302708; 9; 7; 665; 692; 8; 1372
1373; 613929770.27691; 15; %6139297%=7&0.~27691; 20; 100110010110100100100010010111011101000111010111100010001010101100001011011011110111101100111100; 999622D51D7D88BAB0F6B7C3; 12; 13; 867; 894; 10; 1784
1374; 928981886.28991; 15; =92*898~!1886.2)8991; 20; 000001101100110101111100011011000110101000100101010111010100010101110100000111111100010110011110; 60DCC7C6A652D55447F15CE9; 12; 13; 1047; 1071; 11; 2142
1375; 1.72; 4; =1.72; 5; 11101010001000010111011011000000; AE12670C; 4; 2; 292; 304; 3; 601
1376; 628.374508; 10; (_628.3*74508; 13; 011101011110111110011000101010101001011100111111010001100011001100101100; 57FE89AA79F36433C2; 9; 7; 539; 554; 7; 1107
1377; 1184216.45; 10; &11842(16~.45; 13; 101100101010000111000011110010010000111101111111000111111100100100000000; 2B1A3C9CF0F7F19C00; 9; 7; 758; 789; 7; 1561
1378; 68; 2; $68; 3; 110101111110010110000000; 7D5E08; 3; 2; 203; 212; 2; 419
1379; 2957650.757; 11; ^2!957650.7)57; 14; 000111011100000010011011111111110110111100101010110111011110101111111110; D10CB9FFF6A2DDBEEF; 9; 7; 544; 561; 7; 1119
1380; 611370.0125; 11; )6113*70.0)125; 14; 011010010011001000011101001011100010100101000001010010000000000010001100; 9623D1E292148400C8; 9; 7; 627; 647; 8; 1289
1381; 58.975; 6; *_58.975; 8; 1101001100010101110001100011011011010000; 3D516C630D; 5; 4; 304; 317; 5; 630
1382; 45663.078814; 12; !45~663.~07881_4; 16; 00111101011011111010000001110101100100100110111111011000101101110110101100111000; D3F60A5729F68D7BB683; 10; 9; 681; 705; 9; 1404
1383; 39.5916; 7; &@39.5916; 9; 100111111011101110011011100101100111101001001000; F9BBB969A784; 6; 4; 394; 407; 4; 809
1384; 6007.24153; 10; =6%007.$24153; 13; 011100000011111110010111011011001100011001000110111001101011011000100000; 07F379C66C646E6B02; 9; 7; 668; 695; 6; 1376
1385; 298590.03521; 12; *29859*0=.035=21; 16; 00100110111100010110101111101010000000101011100101011111010000100100101001111000; 621FB6AE209BF524A487; 10; 9; 717; 742; 9; 1477
1386; 2960810.09; 10; ^296~08%10.09; 13; 000111011010110010010011011111000010011110001111000001010010001010100000; D1CA39C772F850220A; 9; 7; 389; 411; 7; 814
1387; 494342495.123827; 16; #4&~943^42495.12^3827; 21; 101011011100010010000101001111101000111000001111001010000011001001001010101100110011011000010110101010010010000000000000; DA4C58E3E8F08223A43B63619A0200; 15; 14; 818; 847; 10; 1689
1388; 75999; 5; *75999; 6; 10011110111010111110011110000100; E9BE7E48; 4; 3; 162; 171; 3; 339
1389; 5352534.4; 9; )53525~34!.4; 12; 11111000000110111100010001110111011101001011101100011111; 8FB14C7747BBF1; 7; 7; 629; 641; 7; 1284
1390; 32346357; 8; &32346_357; 10; 00100000011000010110100111010101110011101111111110000000; 0216965DECFF08; 7; 5; 561; 585; 5; 1156
1391; 2734; 4; %2734; 5; 10111011000100011111110101000000; BB11DF04; 4; 2; 278; 290; 3; 573
1392; 8935634.359; 11; ~8#93=5634.359; 14; 001011110000000010000001001010011101010101011111000101101101011111000000; F20018925DF5617D0C; 9; 7; 540; 567; 7; 1121
1393; 51.400520; 9; ^51.4005%2%0; 12; 0001100111101011011010000110011100111001011101100111111100100000; 91BE86769367F702; 8; 7; 602; 626; 6; 1241
1394; 3.135; 5; $3.135; 6; 00011001000101101000110111100000; 9161D80E; 4; 3; 245; 257; 3; 508
1395; 597.75; 6; !*597.75; 8; 0001110101010111110000001001011011010000; D1750C690D; 5; 5; 272; 285; 5; 567
1396; 95325.795981; 12; =)95*325.7959&81; 16; 00111110110100010110101000010001000110100001011010001011010010011101101110100000; E31DA611A161B894BD0A; 10; 10; 599; 629; 9; 1247
1397; 877077512.3847; 14; #8*77077*512._3847; 18; 1000110000100111101100101001000010010101101111011010110011010100101000101001100111001100; C8722B0959DBCA4D2A99CC; 11; 10; 619; 644; 9; 1282
1398; 697798155.1134; 14; #6977981*5~5.)1134; 18; 1111100101101110100010110011011011101011011110101000111000111010010010000110101010111100; 9FE6B863BEA7E8A384A6CB; 11; 11; 628; 653; 9; 1301
1399; 756023099; 9; %756$0230%99; 12; 1101000010101001110111110010111000010111010100111101111000010000; 0D9AFDE27135ED01; 8; 7; 618; 640; 6; 1271
1400; 132245882.857467; 16; _1322%45&882.857!46)7; 21; 011011001101110010100011011111011100110000110000110110101010011001011010111111111001111010100010110001001000000000000000; C6CD3AD7CC03AD6AA5FFE92A4C0800; 15; 14; 893; 930; 11; 1848
1401; 16741094.60; 11; ~167=41094._60; 14; 111010111101101011101011010101110001110101001111101001010101111111100000; BEADBE75D1F45AF50E; 9; 7; 607; 632; 8; 1254
1402; 4.449540; 8; &4.4^49540; 10; 11100111111000111111010111101101000101110100001100000000; 7E3E5FDE713400; 7; 5; 403; 427; 6; 841
1403; 81.10236; 8; @81.102!36; 10; 000000001101011011110001111110000000111001111000; 006D1F8FE087; 6; 5; 670; 683; 5; 1363
1404; 2949.0585; 9; ~2949^.0!585; 12; 0001011010101001111000110100100000101001001110001000101001000000; 619A3E849283A804; 8; 6; 307; 333; 6; 652
1405; 23727.0; 7; $2*3727.0; 9; 000101000010100001011110010010000010001001100000; 4182E5842206; 6; 5; 358; 371; 5; 739
1406; 7; 1; @7; 2; 1001100000000000; 8900; 2; 2; 133; 140; 1; 276
1407; 91; 2; (91; 3; 111101110001010000000000; 7F4100; 3; 3; 243; 253; 2; 501
1408; 3918.655; 8; &3918&.655; 10; 001000000011001111011010010000001011110101001010; 0233AD04DBA4; 6; 5; 452; 463; 5; 925
1409; 66.039333; 9; ^66.0%3!9333; 12; 1001110100010001010111010100111110001010010010011110101110101000; D911D5F4A894BE8A; 8; 7; 422; 443; 7; 879
1410; 7447.62; 7; &7447.6^2; 9; 010011011000111011100000100110100000110110110000; D4E80EA9D00B; 6; 4; 555; 570; 5; 1134
1411; 4.7; 3; @4.7; 4; 100110111010000101000000; B91A04; 3; 2; 192; 203; 3; 400
1412; 665.881; 7; %_665.881; 9; 10101100010000001110010010010010101110100010100000000000; CA044E29AB8200; 7; 5; 474; 498; 5; 982
1413; 4.3189; 6; %4.318)9; 8; 0111101010100010110101000011110100010000; A72A4DD301; 5; 5; 341; 351; 4; 701
1414; 236.60996; 9; (!236*.60996; 12; 0111110001110000101101011111010001011110110010100101100100000000; C7075B4FE5AC9500; 8; 6; 595; 623; 7; 1231
1415; 7313; 4; &7313; 5; 01001101101000100000011011000100; D42A604C; 4; 3; 186; 195; 3; 387
1416; 3471; 4; *3471; 5; 01010000100111001100101000000000; 05C9AC00; 4; 2; 281; 293; 3; 579
1417; 228610835.4431; 14; _^2_2861083(5.4431; 18; 011010000011101011100111101111101011111101010101110100101010110010010010001110111100010000000000; 86A37EEBFB552DCA29B34C00; 12; 11; 876; 912; 9; 1808
1418; 35.15446; 8; ~&35.15446; 10; 010101110000110111100101101001010011001001110100; 75D05E5A2347; 6; 5; 489; 503; 6; 1003
1419; 5927189.092; 11; &5927189.0_9$2; 14; 110001000100010010101001101011111100011000001010011010001100010100000000; 4C449AFA6CA0865C00; 9; 8; 605; 640; 7; 1260
1420; 10848089.02565; 14; (108_4808$9.025#65; 18; 010010000101010101110101011001110111101011110000000001100100000110111010001001111011011110000000; 84555776A70F6014AB727B08; 12; 11; 867; 906; 9; 1793
1421; 299040.3; 8; )2990^40.3; 10; 11111101101111000011100100011101000011010001011010000000; DFCB93D1D06108; 7; 5; 467; 491; 5; 968
1422; 6649844.66; 10; !66)49844(.66; 13; 101110011110001011000101000001001011000110001101010001011110100100100000; 9B2E5C401BD8549E02; 9; 7; 575; 607; 7; 1196
1423; 384731304; 9; (!384!731304; 12; 01111100010010100111001011100010001111101001001011111000; C7A4272EE3298F; 7; 6; 651; 662; 7; 1326
1424; 691195954; 9; _6%911959_54; 12; 0100101001000011100010010000111010001011100100100001010011000000; A43498E0B829410C; 8; 7; 510; 534; 6; 1057
1425; 8430.4230; 9; $8430@.423#0; 12; 01001000100110000000001111111000111111100001011010001001; 8489308FEF6198; 7; 6; 589; 601; 6; 1202
1426; 5387155.183724; 14; ##=5387155(.183724; 18; 0010000010101001110000101001101001101010101001010111111110100001110111111000001000110000; 029A2CA9A65AF71AFD2803; 11; 11; 890; 917; 9; 1827
1427; 9.556352; 8; *9@.556352; 10; 10001000010101000000010100101100110001111010000111100000; 884550C27C1A0E; 7; 5; 447; 467; 5; 924
1428; 331050686.819; 13; )3310@506!86.81_9; 17; 011111011010001000000000111110110001100111001011010111111011001011010001101100100010101000000000; D72A00BF91BCF52B1D2BA200; 12; 10; 778; 820; 9; 1617
1429; 7405; 4; &7405; 5; 01001101101010000110110010010000; D48AC609; 4; 2; 287; 297; 3; 589
1430; 116184; 6; %11618=4; 8; 1001000101010011101010000111101011010100; 19358AA74D; 5; 4; 391; 401; 4; 800
1431; 2110491.93; 10; )#2110491.=93; 13; 011011100010100111111100011101010000011101011010000011001101100010000000; E692CF5770A5C08D08; 9; 7; 863; 894; 6; 1770
1432; 1134.3550; 9; %11^34.35)50; 12; 1001000101011001110101010111110001011011000010010110001100000000; 19955DC7B5903600; 8; 7; 604; 630; 6; 1247
1433; 7.75; 4; =7.75; 5; 10100001001000010111001001000000; 1A122704; 4; 2; 252; 264; 3; 521
1434; 78763.61; 8; *7876%3.61; 10; 10011110111011100100100111011101011001010101111110000000; E9EE94DD56F508; 7; 5; 395; 419; 6; 825
1435; 5.659548; 8; ~5.!659548; 10; 010001110100010001101101111010100010110001000010; 7444D6AEC224; 6; 5; 404; 416; 5; 830
1436; 375244.8; 8; &375(244.8; 10; 001000000101101101000110111000111011101100101100; 02B5643EBBC2; 6; 5; 460; 472; 6; 943
1437; 188028.98743; 12; &188028$^.!98743; 16; 10110010101010111010011011101110000000010010111110000001001101110010000110000000; 2BBA6AEE10F218731208; 10; 10; 706; 728; 9; 1453
1438; 6701338.797040; 14; #670=1338*.79704*0; 18; 1111100100010100101110101001011101011011011000010000101110111010101111100010100000000000; 9F41AB79B516B0ABEB8200; 11; 11; 742; 772; 9; 1534
1439; 168.7; 5; )168.7; 6; 10000000010000000101000010100000; 0804050A; 4; 3; 350; 362; 4; 719
1440; 89491; 5; @89491; 6; 00000000010100111101100111100000; 00359D0E; 4; 3; 275; 288; 4; 570
